Date,BR,light,photoperiod,temp
Jan-53,0.00524888,41.98714286,0.355422454,4.752142857
Feb-53,0.005000467,58.84,0.417303241,5.804285714
Mar-53,0.005750653,127.3457143,0.495943287,5.548571429
Apr-53,0.005521557,162.5292857,0.578119213,6.597142857
May-53,0.005839492,189.19,0.648668981,11.99857143
Jun-53,0.005571389,146.7021429,0.685190972,13.05428571
Jul-53,0.005580108,166.4528571,0.667037037,14.12
Aug-53,0.00534301,123.8621429,0.60505787,14.20214286
Sep-53,0.005320058,87.54285714,0.526215278,13.63785714
Oct-53,0.005091573,88.18714286,0.4446875,9.687857143
Nov-53,0.004760745,45.84357143,0.372563657,7.918571429
Dec-53,0.005061848,34.51928571,0.335364583,7.311428571
Jan-54,0.005376497,35.80642857,0.355422454,4.592857143
Feb-54,0.005132209,41.30857143,0.417303241,3.806428571
Mar-54,0.005736391,104.1571429,0.495943287,5.990714286
Apr-54,0.005466988,163.5707143,0.578119213,7.705714286
May-54,0.005805153,163.445,0.648668981,10.36285714
Jun-54,0.005342257,126.025,0.685190972,12.215
Jul-54,0.005416826,90.19857143,0.667037037,12.90714286
Aug-54,0.005172633,126.5835714,0.60505787,13.28142857
Sep-54,0.005160789,136.2964286,0.526215278,11.325
Oct-54,0.005120615,65.00642857,0.4446875,10.79714286
Nov-54,0.004818271,59.47071429,0.372563657,6.19
Dec-54,0.005020655,26.83142857,0.335364583,6.800714286
Jan-55,0.005433856,58.99214286,0.355422454,2.865714286
Feb-55,0.004872278,86.38571429,0.417303241,1.757142857
Mar-55,0.005647894,142.3135714,0.495943287,4.041428571
Apr-55,0.005422865,167.81,0.578119213,9.342857143
May-55,0.00557579,180.0914286,0.648668981,9.218571429
Jun-55,0.005343939,85.53285714,0.685190972,12.43142857
Jul-55,0.00542055,237.0978571,0.667037037,16.34071429
Aug-55,0.005212094,134.7707143,0.60505787,16.79928571
Sep-55,0.005175495,133.0528571,0.526215278,13.74714286
Oct-55,0.005163072,87.48857143,0.4446875,9.028571429
Nov-55,0.004936692,44.49,0.372563657,7.749285714
Dec-55,0.005311667,39.20785714,0.335364583,5.851428571
Jan-56,0.005600638,43.28285714,0.355422454,3.73
Feb-56,0.005378081,68.42142857,0.417303241,2.105714286
Mar-56,0.006116181,106.7935714,0.495943287,7.045714286
Apr-56,0.00585043,137.9471429,0.578119213,7.538571429
May-56,0.005910155,165.7371429,0.648668981,10.97214286
Jun-56,0.005571493,169.1157143,0.685190972,11.93714286
Jul-56,0.005707,130.6771429,0.667037037,14.29
Aug-56,0.005525407,137.8178571,0.60505787,12.69142857
Sep-56,0.005527812,77.36357143,0.526215278,13.07642857
Oct-56,0.005377283,96.52214286,0.4446875,9.662857143
Nov-56,0.005084306,52.38571429,0.372563657,7.291428571
Dec-56,0.005468658,23.71142857,0.335364583,6.239285714
Jan-57,0.005763944,71.17214286,0.355422454,5.132857143
Feb-57,0.005498187,88.02214286,0.417303241,4.875714286
Mar-57,0.006223609,62,0.495943287,8.063571429
Apr-57,0.005972087,177.4564286,0.578119213,7.5
May-57,0.00622082,181.3921429,0.648668981,9.604285714
Jun-57,0.005870228,234.2428571,0.685190972,13.77142857
Jul-57,0.005775885,101.4107143,0.667037037,13.89
Aug-57,0.005714823,111.7864286,0.60505787,13.63071429
Sep-57,0.005782171,93.21357143,0.526215278,11.46642857
Oct-57,0.005845177,49.21357143,0.4446875,9.342857143
Nov-57,0.00534277,57.20714286,0.372563657,6.068571429
Dec-57,0.005666194,43.99071429,0.335364583,5.09
Jan-58,0.006077035,56.90714286,0.355422454,4.302857143
Feb-58,0.005646993,49.52285714,0.417303241,4.857142857
Mar-58,0.006602889,101.7128571,0.495943287,3.592857143
Apr-58,0.0061604,125.2235714,0.578119213,7.485714286
May-58,0.006323559,169.5271429,0.648668981,9.556428571
Jun-58,0.0057539,121.7364286,0.685190972,12.45428571
Jul-58,0.005694742,140.4378571,0.667037037,14.61285714
Aug-58,0.005768433,96.675,0.60505787,13.86857143
Sep-58,0.005927609,97.63928571,0.526215278,13.52642857
Oct-58,0.005919988,70.82285714,0.4446875,10.07714286
Nov-58,0.005634725,44.43857143,0.372563657,8.049285714
Dec-58,0.005953463,41.20857143,0.335364583,4.532142857
Jan-59,0.006216923,81,0.355422454,1.128571429
Feb-59,0.005826894,60.78642857,0.417303241,5.067857143
Mar-59,0.006594411,126.135,0.495943287,6.797857143
Apr-59,0.006262264,138.21,0.578119213,7.948571429
May-59,0.006443724,212.2078571,0.648668981,11.52571429
Jun-59,0.006019159,207.6614286,0.685190972,13.38214286
Jul-59,0.006142063,117.72,0.667037037,15.18214286
Aug-59,0.005884387,122.7035714,0.60505787,15.26142857
Sep-59,0.00586464,130.9485714,0.526215278,12.94642857
Oct-59,0.005859246,82.87285714,0.4446875,11.03142857
Nov-59,0.005347937,69.35142857,0.372563657,5.790714286
Dec-59,0.005699534,36.05214286,0.335364583,4.855714286
Jan-60,0.006090336,51.68857143,0.355422454,3.885714286
Feb-60,0.006200054,102.5835714,0.417303241,3.038571429
Mar-60,0.006745367,65.07571429,0.495943287,6.206428571
